Comment,S200 D80 X20(10)_1500
Site, X, Y, Vertex
S160,D64,2,0,900,713
S126,D9,2,0,900,714
S168,D52,3,0,900,715
S96,D70,2,0,900,716
S132,D44,3,0,900,717
S193,X12,2,0,900,718
S124,D18,2,0,900,719
S72,D74,3,0,900,720
S53,D17,3,0,900,721
S58,D0,3,0,900,722
S172,D24,2,0,900,723
S104,D7,2,0,900,724
S176,D13,3,0,900,725
S197,D77,1,0,900,726
S144,D11,1,0,900,727
S152,D65,3,0,900,728
S151,D33,3,0,900,729
S167,D33,3,0,900,730
S60,X14,1,0,900,731
S48,D74,2,0,900,732
S41,D40,1,0,900,733
S24,D9,1,0,900,734
S173,D48,2,0,900,735
S31,D37,3,0,900,736
S63,D57,2,0,900,737
S191,X11,1,0,900,738
S14,D65,2,0,900,739
S89,D7,3,0,900,740
S186,D39,3,0,900,741
S22,D11,3,0,900,742
S15,D62,3,0,900,743
S19,X12,2,0,900,744
S115,D78,1,0,900,745
S169,D71,2,0,900,746
S56,D58,2,0,900,747
S64,D58,1,0,900,748
S45,D15,2,0,900,749
S156,D31,1,0,900,750
S159,X6,3,0,900,751
S18,D72,1,0,900,752
S136,X12,3,0,900,753
S65,D61,3,0,900,754
S135,D70,3,0,900,755
S11,D53,1,0,900,756
S182,D48,1,0,900,757
S39,D4,3,0,900,758
S43,D45,1,0,900,759
S122,X4,1,0,900,760
S103,X12,3,0,900,761
S180,X9,1,0,900,762
S198,D6,3,0,900,763
S132,D19,2,0,900,764
S85,D59,2,0,900,765
S157,D49,1,0,900,766
S71,D21,1,0,900,767
S182,D43,2,0,900,768
S129,D73,2,0,900,769
S100,D64,1,0,900,770
S194,D62,2,0,900,771
S175,D2,3,0,900,772
S47,D14,1,0,900,773
S13,D29,1,0,900,774
S181,D53,2,0,900,775
S132,D28,3,0,900,776
S90,D29,2,0,900,777
S93,X7,1,0,900,778
S165,D6,3,0,900,779
S12,D8,3,0,900,780
S179,D51,3,0,900,781
S162,D28,3,0,900,782
S190,X3,1,0,900,783
S138,D78,3,0,900,784
S49,X9,2,0,900,785
S25,D35,2,0,900,786
S136,D12,3,0,900,787
S191,D28,2,0,900,788
S95,D40,2,0,900,789
S71,D8,1,0,900,790
S39,D43,2,0,900,791
S133,D21,1,0,900,792
S172,D1,1,0,900,793
S48,D49,3,0,900,794
S86,X6,3,0,900,795
S165,D58,3,0,900,796
S41,X1,2,0,900,797
S170,D49,2,0,900,798
S126,D4,2,0,900,799
S3,D27,3,0,900,800
S23,D44,3,0,900,801
S64,D41,2,0,900,802
S146,D0,3,0,900,803
S185,D6,3,0,900,804
S39,D47,3,0,900,805
S114,D8,1,0,900,806
S8,X6,3,0,900,807
S121,D14,2,0,900,808
S140,D7,3,0,900,809
S33,D74,3,0,900,810
S71,D40,1,0,900,811
S164,D10,2,0,900,812
S186,D79,3,0,900,813
S97,D25,3,0,900,814
S44,X3,1,0,900,815
S73,D41,1,0,900,816
S19,D33,3,0,900,817
S151,D46,1,0,900,818
S138,D40,2,0,900,819
S158,D33,3,0,900,820
S35,D33,2,0,900,821
S89,D49,2,0,900,822
S154,D50,1,0,900,823
S11,D58,1,0,900,824
S16,D76,1,0,900,825
S54,D51,1,0,900,826
S93,D64,1,0,900,827
S37,D1,2,0,900,828
S76,D21,3,0,900,829
S118,X1,3,0,900,830
S138,D30,2,0,900,831
S66,D67,2,0,900,832
S126,D63,2,0,900,833
S188,D2,3,0,900,834
S106,D51,1,0,900,835
S14,D61,1,0,900,836
S53,D13,1,0,900,837
S85,D63,2,0,900,838
S147,D32,1,0,900,839
S19,D6,1,0,900,840
S152,D7,3,0,900,841
S190,D24,1,0,900,842
S101,D55,1,0,900,843
S119,D22,3,0,900,844
S178,D6,1,0,900,845
S77,D34,3,0,900,846
S25,D18,3,0,900,847
S186,D22,3,0,900,848
S29,D13,3,0,900,849
S68,D66,1,0,900,850
S143,D58,2,0,900,851
S147,D25,3,0,900,852
S130,D44,2,0,900,853
S115,D62,2,0,900,854
S66,D43,2,0,900,855
S175,X7,1,0,900,856
S34,D2,2,0,900,857
S17,D69,3,0,900,858
S183,D14,2,0,900,859
S98,D52,2,0,900,860
S120,X14,2,0,900,861
S177,D11,2,0,900,862
S87,D16,3,0,900,863
S25,D76,2,0,900,864
S171,D63,3,0,900,865
S99,D74,2,0,900,866
S167,X14,3,0,900,867
S29,D36,1,0,900,868
S72,D61,1,0,900,869
S143,D52,1,0,900,870
S36,D0,2,0,900,871
S182,D32,1,0,900,872
S9,D40,2,0,900,873
S194,D42,3,0,900,874
S105,D65,3,0,900,875
S180,D62,2,0,900,876
S17,D49,1,0,900,877
S111,X19,3,0,900,878
S5,D22,2,0,900,879
S151,X7,3,0,900,880
S119,D43,2,0,900,881
S0,D15,3,0,900,882
S91,D20,1,0,900,883
S131,D9,3,0,900,884
S188,D70,1,0,900,885
S99,X4,1,0,900,886
S142,D40,3,0,900,887
S75,D74,1,0,900,888
S114,D77,2,0,900,889
S172,D37,3,0,900,890
S174,D47,3,0,900,891
S93,D54,3,0,900,892
S58,D36,1,0,900,893
S12,D25,2,0,900,894
S158,D32,3,0,900,895
S17,D38,1,0,900,896
S170,X4,2,0,900,897
S138,D13,2,0,900,898
S160,D59,3,0,900,899
S92,D37,3,0,900,900
S185,D42,1,0,900,901
S50,D16,3,0,900,902
S107,D60,2,0,900,903
S164,D65,3,0,900,904
S4,D54,2,0,900,905
S167,D30,3,0,900,906
S154,D78,3,0,900,907
S158,D1,1,0,900,908
S94,D43,1,0,900,909
S131,D55,3,0,900,910
S134,D32,1,0,900,911
S101,D61,2,0,900,912
S106,D28,1,0,900,913
S159,D18,2,0,900,914
S163,D52,3,0,900,915
S55,X11,2,0,900,916
S168,D50,1,0,900,917
S117,D61,2,0,900,918
S14,D27,1,0,900,919
S70,D61,2,0,900,920
S199,D74,3,0,900,921
S57,X1,3,0,900,922
S75,D56,3,0,900,923
S189,D4,1,0,900,924
S197,D7,1,0,900,925
S90,D46,1,0,900,926
S61,D51,1,0,900,927
S118,X9,2,0,900,928
S66,D77,2,0,900,929
S162,D0,3,0,900,930
S111,D27,3,0,900,931
S131,D13,3,0,900,932
S151,D76,2,0,900,933
S134,D3,2,0,900,934
S67,D57,1,0,900,935
S168,D55,1,0,900,936
S117,D7,2,0,900,937
S144,D50,2,0,900,938
S53,D5,3,0,900,939
S43,D23,3,0,900,940
S46,D44,3,0,900,941
S2,D52,3,0,900,942
S79,D76,2,0,900,943
S69,D53,1,0,900,944
S163,D51,1,0,900,945
S49,D75,3,0,900,946
S35,D4,2,0,900,947
S146,D66,2,0,900,948
S96,D28,3,0,900,949
S60,D56,3,0,900,950
S82,D54,3,0,900,951
S14,D30,3,0,900,952
S186,D53,2,0,900,953
S78,D70,1,0,900,954
S137,D8,1,0,900,955
S105,D0,2,0,900,956
S37,D10,3,0,900,957
S155,X19,2,0,900,958
S52,D35,1,0,900,959
S91,D44,2,0,900,960
S111,D60,2,0,900,961
S187,D0,1,0,900,962
S159,D78,3,0,900,963
S74,D48,2,0,900,964
S95,D55,3,0,900,965
S132,D79,2,0,900,966
S97,X6,3,0,900,967
S189,D19,1,0,900,968
S44,D23,2,0,900,969
S155,D8,1,0,900,970
S123,D0,2,0,900,971
S91,D41,2,0,900,972
S64,D27,1,0,900,973
S192,X19,1,0,900,974
S121,D17,3,0,900,975
S1,D42,1,0,900,976
S130,D67,3,0,900,977
S80,D64,3,0,900,978
S105,D61,2,0,900,979
S2,D63,1,0,900,980
S5,D1,3,0,900,981
S180,D42,1,0,900,982
S15,X1,3,0,900,983
S128,D16,1,0,900,984
S136,D22,1,0,900,985
S173,D67,3,0,900,986
S156,D2,1,0,900,987
S84,D18,3,0,900,988
S67,D18,3,0,900,989
S181,D50,1,0,900,990
S63,D60,3,0,900,991
S11,X6,3,0,900,992
S176,X11,3,0,900,993
S196,D15,2,0,900,994
S154,D11,2,0,900,995
S137,D53,3,0,900,996
S125,D59,1,0,900,997
S73,D3,2,0,900,998
S152,D3,3,0,900,999
S128,D4,1,0,900,1000
S55,D57,1,0,900,1001
S113,D16,2,0,900,1002
S166,D54,2,0,900,1003
S153,D60,3,0,900,1004
S173,D45,1,0,900,1005
S156,X4,2,0,900,1006
S31,D26,3,0,900,1007
S18,D32,1,0,900,1008
S8,D74,3,0,900,1009
S117,D24,2,0,900,1010
S140,D48,1,0,900,1011
S194,D55,1,0,900,1012
S108,D27,1,0,900,1013
S152,D5,1,0,900,1014
S47,D64,2,0,900,1015
S128,D1,1,0,900,1016
S20,D54,1,0,900,1017
S113,D15,3,0,900,1018
S153,D65,3,0,900,1019
S60,D19,2,0,900,1020
S33,D53,2,0,900,1021
S39,X3,2,0,900,1022
S61,D2,3,0,900,1023
S51,D28,3,0,900,1024
S56,D61,3,0,900,1025
S79,X19,2,0,900,1026
S198,D38,1,0,900,1027
S55,X14,1,0,900,1028
S77,D59,1,0,900,1029
S28,D72,1,0,900,1030
S156,D70,2,0,900,1031
S114,D74,2,0,900,1032
S8,D56,2,0,900,1033
S140,D37,3,0,900,1034
S179,D10,3,0,900,1035
S162,D27,2,0,900,1036
S16,D47,2,0,900,1037
S184,X4,1,0,900,1038
S151,D41,3,0,900,1039
S195,D10,1,0,900,1040
S141,D38,1,0,900,1041
S52,D34,1,0,900,1042
S126,D65,3,0,900,1043
S116,X19,2,0,900,1044
S25,D23,1,0,900,1045
S121,D67,2,0,900,1046
S32,D21,3,0,900,1047
S199,D37,2,0,900,1048
S92,D4,1,0,900,1049
S65,D62,1,0,900,1050
S179,D21,3,0,900,1051
S36,D63,3,0,900,1052
S155,D73,3,0,900,1053
S35,D29,1,0,900,1054
S23,X11,3,0,900,1055
S146,D12,1,0,900,1056
S57,D19,2,0,900,1057
S39,X11,3,0,900,1058
S85,D13,2,0,900,1059
S68,D39,1,0,900,1060
S179,D43,2,0,900,1061
S72,D75,3,0,900,1062
S36,D64,3,0,900,1063
S182,D56,3,0,900,1064
S190,D23,1,0,900,1065
S125,D63,3,0,900,1066
S184,D70,2,0,900,1067
S41,D20,1,0,900,1068
S62,D68,2,0,900,1069
S141,D13,3,0,900,1070
S163,D1,1,0,900,1071
S166,D57,1,0,900,1072
S29,X7,2,0,900,1073
S68,X19,3,0,900,1074
S53,D23,2,0,900,1075
S110,D19,2,0,900,1076
S97,D38,3,0,900,1077
S86,D39,3,0,900,1078
S37,D53,2,0,900,1079
S20,D71,3,0,900,1080
S94,D57,3,0,900,1081
S41,D69,2,0,900,1082
S62,X9,1,0,900,1083
S45,D79,2,0,900,1084
S141,D36,1,0,900,1085
S50,D54,3,0,900,1086
S117,D42,1,0,900,1087
S176,D39,3,0,900,1088
S79,D29,1,0,900,1089
S25,D30,1,0,900,1090
S32,D9,3,0,900,1091
S178,D36,1,0,900,1092
S127,X14,1,0,900,1093
S78,D77,2,0,900,1094
S58,X12,1,0,900,1095
S105,D4,2,0,900,1096
S175,D38,3,0,900,1097
S162,D71,2,0,900,1098
S5,D23,1,0,900,1099
S153,D61,2,0,900,1100
S62,D31,1,0,900,1101
S120,X6,3,0,900,1102
S10,D59,3,0,900,1103
S101,D48,1,0,900,1104
S30,D35,1,0,900,1105
S178,D71,1,0,900,1106
S163,D34,3,0,900,1107
S23,D75,3,0,900,1108
S199,X12,2,0,900,1109
S40,D16,1,0,900,1110
S114,D57,3,0,900,1111
S78,D34,2,0,900,1112
S33,D14,1,0,900,1113
S22,D17,1,0,900,1114
S118,D41,3,0,900,1115
S66,D14,3,0,900,1116
S175,D79,2,0,900,1117
S51,D45,3,0,900,1118
S59,D66,2,0,900,1119
S98,D60,1,0,900,1120
S6,D73,2,0,900,1121
S192,D49,2,0,900,1122
S70,D63,1,0,900,1123
S196,D64,2,0,900,1124
S71,D73,2,0,900,1125
S127,D30,1,0,900,1126
S114,D19,3,0,900,1127
S4,D5,2,0,900,1128
S150,D0,2,0,900,1129
S189,X14,1,0,900,1130
S26,D43,2,0,900,1131
S77,D67,2,0,900,1132
S59,D74,3,0,900,1133
S116,D33,1,0,900,1134
S196,D58,3,0,900,1135
S21,D26,1,0,900,1136
S95,D69,2,0,900,1137
S143,D1,3,0,900,1138
S112,D8,1,0,900,1139
S83,D13,3,0,900,1140
S30,D34,1,0,900,1141
S134,D8,3,0,900,1142
S31,D22,3,0,900,1143
S168,D72,1,0,900,1144
S193,D18,2,0,900,1145
S102,D21,1,0,900,1146
S144,D49,2,0,900,1147
S18,D73,3,0,900,1148
S52,D37,3,0,900,1149
S163,D71,3,0,900,1150
S131,D39,2,0,900,1151
S153,D55,3,0,900,1152
S10,D16,2,0,900,1153
S123,D44,1,0,900,1154
S40,D6,1,0,900,1155
S166,D11,3,0,900,1156
S157,D47,3,0,900,1157
S50,D77,1,0,900,1158
S161,D32,3,0,900,1159
S71,D50,2,0,900,1160
S104,D9,2,0,900,1161
S190,D39,1,0,900,1162
S83,D38,1,0,900,1163
S128,D50,1,0,900,1164
S183,D42,3,0,900,1165
S62,X7,2,0,900,1166
S31,X11,2,0,900,1167
S168,D28,3,0,900,1168
S96,D27,1,0,900,1169
S11,D42,3,0,900,1170
S129,D67,1,0,900,1171
S21,D6,2,0,900,1172
S22,D79,1,0,900,1173
S45,D1,2,0,900,1174
S142,D71,2,0,900,1175
S127,D7,1,0,900,1176
S38,X7,2,0,900,1177
S82,D41,1,0,900,1178
S63,D63,2,0,900,1179
S107,D32,3,0,900,1180
S71,D63,1,0,900,1181
S43,D10,2,0,900,1182
S26,D46,2,0,900,1183
S173,D34,2,0,900,1184
S66,D8,1,0,900,1185
S87,D20,1,0,900,1186
S109,X1,2,0,900,1187
S0,D45,3,0,900,1188
S113,D3,1,0,900,1189
S50,D12,3,0,900,1190
S178,D68,1,0,900,1191
S35,D38,3,0,900,1192
S92,D49,3,0,900,1193
S149,D62,2,0,900,1194
S63,D26,3,0,900,1195
S75,D18,3,0,900,1196
S43,D61,2,0,900,1197
S154,D10,1,0,900,1198
S48,D46,3,0,900,1199
S103,D36,3,0,900,1200
S51,D1,3,0,900,1201
S112,D44,1,0,900,1202
S47,D77,3,0,900,1203
S108,D20,2,0,900,1204
S20,D3,3,0,900,1205
S10,D24,1,0,900,1206
S13,D35,1,0,900,1207
S74,D10,2,0,900,1208
S75,D48,2,0,900,1209
S193,D65,3,0,900,1210
S104,D43,3,0,900,1211
S157,D26,3,0,900,1212
S144,D39,2,0,900,1213
S61,D46,1,0,900,1214
S175,X14,1,0,900,1215
S140,D72,2,0,900,1216
S19,D44,2,0,900,1217
S5,D56,3,0,900,1218
S79,D70,3,0,900,1219
S134,D75,2,0,900,1220
S152,X19,3,0,900,1221
S101,D2,3,0,900,1222
S121,D11,3,0,900,1223
S18,D8,2,0,900,1224
S96,D38,1,0,900,1225
S43,D72,3,0,900,1226
S157,D30,1,0,900,1227
S14,D17,1,0,900,1228
S165,D48,3,0,900,1229
S97,D52,1,0,900,1230
S48,D60,1,0,900,1231
S103,D47,2,0,900,1232
S197,D5,1,0,900,1233
S15,D26,2,0,900,1234
S24,X3,3,0,900,1235
S98,D56,1,0,900,1236
S177,D62,3,0,900,1237
S34,D6,3,0,900,1238
S166,D41,2,0,900,1239
S181,D68,1,0,900,1240
S174,D43,2,0,900,1241
S85,D25,2,0,900,1242
S33,D1,2,0,900,1243
S90,D35,2,0,900,1244
S169,D74,1,0,900,1245
S81,D64,3,0,900,1246
S109,D38,1,0,900,1247
S20,D18,1,0,900,1248
S166,D1,2,0,900,1249
S6,D31,1,0,900,1250
S4,D76,3,0,900,1251
S72,D24,1,0,900,1252
S190,D6,2,0,900,1253
S125,D60,3,0,900,1254
S180,D33,1,0,900,1255
S112,D75,3,0,900,1256
S49,D16,1,0,900,1257
S123,X6,1,0,900,1258
S0,D60,1,0,900,1259
S74,D42,2,0,900,1260
S109,D43,3,0,900,1261
S183,D9,2,0,900,1262
S3,D59,3,0,900,1263
S82,D75,1,0,900,1264
S192,D37,3,0,900,1265
S146,D37,3,0,900,1266
S38,D69,3,0,900,1267
S125,D7,1,0,900,1268
S1,D33,2,0,900,1269
S115,D6,3,0,900,1270
S86,D5,2,0,900,1271
S151,D54,2,0,900,1272
S159,D12,1,0,900,1273
S109,D13,2,0,900,1274
S3,D74,2,0,900,1275
S6,D66,2,0,900,1276
S153,D32,1,0,900,1277
S192,D11,2,0,900,1278
S102,D16,2,0,900,1279
S53,D38,2,0,900,1280
S40,D59,1,0,900,1281
S4,D26,3,0,900,1282
S174,D7,2,0,900,1283
S147,D5,2,0,900,1284
S130,D34,2,0,900,1285
S80,D31,1,0,900,1286
S9,D65,1,0,900,1287
S34,D31,3,0,900,1288
S15,X19,2,0,900,1289
S19,D23,1,0,900,1290
S120,D65,3,0,900,1291
S160,D15,1,0,900,1292
S166,D13,1,0,900,1293
S99,D3,2,0,900,1294
S171,D79,3,0,900,1295
S14,D67,3,0,900,1296
S7,D3,1,0,900,1297
S73,D48,2,0,900,1298
S58,D54,1,0,900,1299
S80,D15,1,0,900,1300
S122,D14,2,0,900,1301
S45,D44,2,0,900,1302
S195,D24,3,0,900,1303
S13,X6,3,0,900,1304
S52,X19,2,0,900,1305
S146,D72,2,0,900,1306
S124,D41,2,0,900,1307
S89,D68,1,0,900,1308
S4,D52,2,0,900,1309
S150,D23,3,0,900,1310
S171,D45,2,0,900,1311
S110,D34,3,0,900,1312
S61,D64,1,0,900,1313
S137,D51,1,0,900,1314
S155,D50,3,0,900,1315
S42,D12,2,0,900,1316
S45,D57,2,0,900,1317
S119,D52,1,0,900,1318
S138,D43,3,0,900,1319
S0,D2,2,0,900,1320
S77,D27,3,0,900,1321
S156,D69,2,0,900,1322
S135,D35,1,0,900,1323
S179,D46,3,0,900,1324
S1,D48,2,0,900,1325
S130,D1,2,0,900,1326
S111,D21,1,0,900,1327
S76,D69,1,0,900,1328
S77,X1,3,0,900,1329
S59,D2,3,0,900,1330
S62,D77,3,0,900,1331
S77,D55,1,0,900,1332
S25,D66,2,0,900,1333
S57,X11,3,0,900,1334
S7,D15,3,0,900,1335
S65,X19,3,0,900,1336
S44,D66,3,0,900,1337
S34,D43,1,0,900,1338
S17,D24,1,0,900,1339
S6,D71,2,0,900,1340
S81,D56,1,0,900,1341
S192,D76,2,0,900,1342
S87,D68,3,0,900,1343
S168,D14,2,0,900,1344
S116,D71,1,0,900,1345
S193,D27,2,0,900,1346
S70,D45,2,0,900,1347
S95,D61,2,0,900,1348
S5,D36,1,0,900,1349
S79,X7,1,0,900,1350
S152,D38,3,0,900,1351
S83,D19,1,0,900,1352
S122,X1,2,0,900,1353
S86,D30,2,0,900,1354
S148,D62,1,0,900,1355
S67,D63,1,0,900,1356
S106,D78,2,0,900,1357
S35,D54,3,0,900,1358
S199,D40,1,0,900,1359
S1,X6,3,0,900,1360
S184,D48,3,0,900,1361
S9,D43,2,0,900,1362
S88,D25,2,0,900,1363
S69,D40,2,0,900,1364
S34,D36,2,0,900,1365
S94,X19,3,0,900,1366
S195,X6,2,0,900,1367
S160,D50,1,0,900,1368
S82,D78,2,0,900,1369
S107,D36,1,0,900,1370
S144,D76,3,0,900,1371
S75,D60,3,0,900,1372
S129,D37,2,0,900,1373
S78,D3,3,0,900,1374
S189,D39,2,0,900,1375
S2,D14,3,0,900,1376
S9,D35,1,0,900,1377
S27,D27,1,0,900,1378
S47,X12,2,0,900,1379
S52,X1,3,0,900,1380
S108,D47,3,0,900,1381
S0,D33,2,0,900,1382
S56,D59,3,0,900,1383
S131,D17,1,0,900,1384
S102,D51,2,0,900,1385
S67,D58,2,0,900,1386
S50,D23,1,0,900,1387
S185,D24,3,0,900,1388
S38,D30,2,0,900,1389
S64,D69,3,0,900,1390
S82,D28,1,0,900,1391
S107,D21,2,0,900,1392
S80,D69,2,0,900,1393
S137,X4,1,0,900,1394
S27,D55,1,0,900,1395
S155,D68,1,0,900,1396
S9,D22,2,0,900,1397
S109,D23,2,0,900,1398
S91,X6,3,0,900,1399
S116,D14,1,0,900,1400
S181,X3,2,0,900,1401
S164,X7,3,0,900,1402
S48,D8,2,0,900,1403
S46,D10,2,0,900,1404
S51,D65,2,0,900,1405
S101,D70,2,0,900,1406
S166,D17,1,0,900,1407
S116,D66,3,0,900,1408
S32,D32,3,0,900,1409
S90,D69,2,0,900,1410
S137,D40,2,0,900,1411
S170,X11,3,0,900,1412
S134,D22,2,0,900,1413
S198,D34,2,0,900,1414
S84,D76,2,0,900,1415
S199,D22,2,0,900,1416
S96,D57,1,0,900,1417
S63,D55,2,0,900,1418
S28,D61,1,0,900,1419
S174,D62,3,0,900,1420
S72,D64,1,0,900,1421
S129,D6,2,0,900,1422
S145,D38,2,0,900,1423
S98,X6,3,0,900,1424
S133,D9,2,0,900,1425
S10,D9,3,0,900,1426
S87,D35,1,0,900,1427
S56,X3,1,0,900,1428
S191,D68,3,0,900,1429
S60,D25,1,0,900,1430
S117,D30,2,0,900,1431
S135,D4,1,0,900,1432
S68,D25,1,0,900,1433
S161,D57,3,0,900,1434
S72,D58,1,0,900,1435
S107,D15,3,0,900,1436
S12,D3,1,0,900,1437
S16,X1,2,0,900,1438
S15,D34,1,0,900,1439
S125,D25,2,0,900,1440
S112,D21,1,0,900,1441
S118,D67,3,0,900,1442
S101,D41,3,0,900,1443
S195,D29,2,0,900,1444
S88,D53,1,0,900,1445
S60,D12,1,0,900,1446
S6,D70,2,0,900,1447
S38,D29,1,0,900,1448
S114,D17,2,0,900,1449
S21,D65,3,0,900,1450
S132,D2,2,0,900,1451
S8,D46,2,0,900,1452
S65,D43,3,0,900,1453
S58,X14,1,0,900,1454
S115,D29,3,0,900,1455
S150,D59,2,0,900,1456
S133,D55,1,0,900,1457
S103,X11,2,0,900,1458
S37,D28,1,0,900,1459
S2,D8,3,0,900,1460
S41,D47,1,0,900,1461
S173,D54,1,0,900,1462
S0,D62,3,0,900,1463
S20,D24,1,0,900,1464
S3,D43,3,0,900,1465
S116,X9,1,0,900,1466
S81,D71,2,0,900,1467
S82,D22,2,0,900,1468
S121,X1,2,0,900,1469
S181,D5,2,0,900,1470
S65,D58,2,0,900,1471
S11,D18,1,0,900,1472
S124,D23,3,0,900,1473
S33,X19,2,0,900,1474
S36,D50,1,0,900,1475
S147,D42,3,0,900,1476
S80,D5,2,0,900,1477
S194,D46,2,0,900,1478
S105,D27,2,0,900,1479
S69,D30,3,0,900,1480
S17,D6,2,0,900,1481
S19,D12,2,0,900,1482
S183,D18,2,0,900,1483
S49,D56,3,0,900,1484
S198,D21,3,0,900,1485
S188,D56,2,0,900,1486
S23,D71,2,0,900,1487
S89,D15,2,0,900,1488
S92,X9,3,0,900,1489
S57,D52,3,0,900,1490
S46,D66,1,0,900,1491
S93,D38,1,0,900,1492
S130,D58,1,0,900,1493
S197,D56,1,0,900,1494
S143,D67,1,0,900,1495
S113,D75,1,0,900,1496
S163,D16,3,0,900,1497
S99,D70,3,0,900,1498
S28,D77,2,0,900,1499
Exit,
